test,rad,%,MFCS_forb,MFCS_scat,MFCS_score,MFCS_time,TGV_forb,TGV_scat,TGV_score,TGV_time,TGV2_forb,TGV2_scat,TGV2_score,TGV2_time,tree_forb,tree_scat,tree_score,tree_time,tree_shrink_forb,tree_shrink_scat,tree_shrink_score,tree_shrink_time,ldit_forb,ldit_scat,ldit_score,ldit_time,ldpow_forb,ldpow_scat,ldpow_score,ldpow_time,TGV3_forb,TGV3_scat,TGV3_score,TGV3_time
big/planar7002.txtg,4,20,837,894,4,0:00.08,1,7,3,0:02.08,0,50,50,0:01.55,0,80,80,0:00.06,0,80,80,0:00.05,0,93,93,0:00.05,0,101,101,0:01.48,-,-,-,TIMEOUT
big/planar8500.txtg,4,100,2327,3423,9,0:01.11,0,13,13,0:02.47,0,118,118,0:02.42,0,208,208,0:00.23,0,208,208,0:00.12,0,238,238,0:00.09,0,302,302,0:07.25,-,-,-,TIMEOUT
big/planar8500.txtg,4,20,856,1064,5,0:00.13,0,11,11,0:02.09,0,61,61,0:01.50,0,122,122,0:00.08,0,122,122,0:00.05,0,142,142,0:00.06,0,157,157,0:01.41,-,-,-,TIMEOUT
big/polblogs.txtg,4,100,446,601,21,0:00.07,36,3,1,1:29.72,41,4,1,1:24.73,0,12,12,0:00.16,0,12,12,0:00.06,0,13,13,0:00.10,2,37,22,0:02.07,-,-,-,TIMEOUT
big/polblogs.txtg,4,20,295,138,4,0:00.06,0,1,1,1:11.25,0,1,1,1:07.69,0,6,6,0:00.04,0,6,6,0:00.03,0,6,6,0:00.04,0,6,6,0:00.81,0,6,6,7:18.52
big/sb-12-0.txtg,4,100,1901,1073,2,0:00.26,0,3,3,0:35.77,0,51,51,0:36.81,0,75,75,0:00.07,0,75,75,0:00.05,0,85,85,0:00.05,0,104,104,0:06.81,-,-,-,TIMEOUT
big/sb-12-0.txtg,4,20,885,336,1,0:00.08,0,1,1,0:40.81,0,30,30,0:27.27,0,30,30,0:00.04,0,30,30,0:00.03,0,38,38,0:00.04,0,50,50,0:01.02,0,50,50,5:17.42
big/sb-12-1.txtg,4,100,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO
big/sb-12-1.txtg,4,20,-,-,-,NO,0,1,1,0:49.66,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,0,51,51,0:01.03,0,53,53,4:46.78
big/as20000102.txtg,5,100,656,5368,273,0:00.82,11,29,27,0:13.31,20,90,13,0:11.75,0,49,49,0:01.13,0,49,49,0:00.51,0,49,49,0:00.56,7,1317,294,0:33.66,-,-,-,TIMEOUT
big/as20000102.txtg,5,20,306,1193,77,0:00.08,1,71,70,0:09.98,1,72,70,0:08.30,0,21,21,0:00.10,0,21,21,0:00.07,0,25,25,0:00.07,9,370,77,0:06.69,-,-,-,TIMEOUT
big/cl-12-0.txtg,5,100,1458,1639,4,0:01.52,-,-,-,TIMEOUT,-,-,-,TIMEOUT,0,63,63,0:00.07,0,63,63,0:00.05,0,66,66,0:00.04,0,72,72,0:18.26,-,-,-,TIMEOUT
big/cl-12-0.txtg,5,20,893,426,2,0:00.19,0,1,1,8:48.09,0,1,1,7:48.85,0,21,21,0:00.04,0,21,21,0:00.03,0,22,22,0:00.04,0,26,26,0:03.92,-,-,-,TIMEOUT
big/cl-12-1.txtg,5,100,1452,1664,3,0:01.81,-,-,-,TIMEOUT,-,-,-,TIMEOUT,0,63,63,0:00.09,0,63,63,0:00.06,0,65,65,0:00.06,0,67,67,0:18.15,-,-,-,TIMEOUT
big/cl-12-1.txtg,5,20,917,452,2,0:00.18,0,1,1,8:57.20,0,1,1,8:05.76,0,23,23,0:00.04,0,23,23,0:00.03,0,25,25,0:00.03,0,27,27,0:03.98,-,-,-,TIMEOUT
big/clh-12-0.txtg,5,100,1339,988,2,0:00.18,0,1,1,5:05.29,10,2,1,4:49.18,0,86,86,0:00.05,0,86,86,0:00.05,0,87,87,0:00.04,0,105,105,0:14.85,-,-,-,TIMEOUT
big/clh-12-0.txtg,5,20,847,445,2,0:00.08,11,2,1,3:48.12,11,2,1,3:29.51,0,57,57,0:00.04,0,57,57,0:00.03,0,61,61,0:00.03,0,66,66,0:03.07,-,-,-,TIMEOUT
big/clh-12-1.txtg,5,100,1303,971,2,0:00.17,12,2,1,4:45.55,9,2,1,4:31.86,0,82,82,0:00.06,0,82,82,0:00.04,0,80,80,0:00.04,0,98,98,0:14.50,-,-,-,TIMEOUT
big/clh-12-1.txtg,5,20,792,427,1,0:00.09,0,1,1,3:30.24,0,1,1,3:22.15,0,57,57,0:00.03,0,57,57,0:00.03,0,55,55,0:00.03,0,62,62,0:02.99,-,-,-,TIMEOUT
big/cond-mat.txtg,5,100,3524,4495,9,0:03.91,0,757,757,5:52.40,0,973,973,5:45.80,0,1113,1113,0:00.96,0,1113,1113,0:00.34,0,1125,1125,0:00.18,0,1160,1160,1:04.38,-,-,-,TIMEOUT
big/cond-mat.txtg,5,20,1702,1193,5,0:00.35,0,369,369,4:55.19,0,497,497,4:13.43,0,560,560,0:00.23,0,560,560,0:00.12,0,568,568,0:00.11,0,602,602,0:11.22,-,-,-,TIMEOUT
big/fvs001.txtg,5,100,792,4974,4,0:00.90,12,14,5,0:34.00,12,16,5,0:34.07,0,76,76,0:00.73,0,76,76,0:00.22,0,93,93,0:00.55,0,84,84,0:26.23,-,-,-,TIMEOUT
big/fvs001.txtg,5,20,404,1040,4,0:00.09,12,5,5,0:22.23,5,25,17,0:21.54,0,20,20,0:00.07,0,20,20,0:00.05,0,23,23,0:00.10,0,26,26,0:04.88,-,-,-,TIMEOUT
big/fvs022.txtg,5,100,1020,9446,411,0:03.41,17,11,6,0:44.94,18,159,40,0:41.67,0,62,62,0:04.11,0,62,62,0:01.61,0,62,62,0:02.06,9,2452,423,2:00.17,-,-,-,TIMEOUT
big/fvs022.txtg,5,20,497,2041,96,0:00.24,4,8,3,0:33.55,11,65,13,0:30.03,0,31,31,0:00.28,0,31,31,0:00.16,0,32,32,0:00.19,9,546,94,0:27.79,-,-,-,TIMEOUT
big/fvs040.txtg,5,100,966,9062,398,0:05.98,30,16,5,0:36.80,30,77,15,0:31.98,0,59,59,0:03.35,0,59,59,0:01.49,0,63,63,0:01.71,9,2424,416,1:48.32,-,-,-,TIMEOUT
big/fvs040.txtg,5,20,458,1961,87,0:00.36,13,7,3,0:28.55,10,8,2,0:24.65,0,28,28,0:00.21,0,28,28,0:00.13,0,31,31,0:00.15,9,538,90,0:25.25,-,-,-,TIMEOUT
big/fvs045.txtg,5,100,0,198,198,0:00.35,0,282,282,0:08.27,0,382,382,0:02.94,0,501,501,0:00.42,0,501,501,0:00.25,0,547,547,0:00.11,0,962,962,0:01.96,-,-,-,TIMEOUT
big/fvs045.txtg,5,20,0,150,150,0:00.13,0,163,163,0:02.60,0,314,314,0:01.36,0,317,317,0:00.15,0,317,317,0:00.11,0,343,343,0:00.08,0,485,485,0:00.49,-,-,-,TIMEOUT
big/fvs074.txtg,5,100,967,9007,408,0:02.12,14,17,15,0:38.93,11,186,33,0:33.66,0,57,57,0:03.61,0,57,57,0:01.46,0,59,59,0:01.80,6,2111,415,1:46.82,-,-,-,TIMEOUT
big/fvs074.txtg,5,20,471,1962,90,0:00.18,4,11,3,0:30.33,27,42,8,0:26.69,0,28,28,0:00.24,0,28,28,0:00.13,0,30,30,0:00.16,8,533,90,0:24.68,-,-,-,TIMEOUT
big/fvs080.txtg,5,100,607,4435,225,0:01.54,6,30,15,0:09.67,8,77,18,0:09.06,0,48,48,0:00.80,0,48,48,0:00.38,0,48,48,0:00.40,4,805,235,0:23.68,-,-,-,TIMEOUT
big/fvs080.txtg,5,20,282,994,39,0:00.11,3,48,15,0:07.55,3,48,15,0:06.87,0,21,21,0:00.08,0,21,21,0:00.05,0,24,24,0:00.06,4,202,44,0:05.50,-,-,-,TIMEOUT
big/hep-th.txtg,5,100,1402,1997,8,0:00.52,0,614,614,0:37.37,0,733,733,0:35.08,0,822,822,0:00.29,0,822,822,0:00.13,0,838,838,0:00.07,0,856,856,0:09.04,-,-,-,TIMEOUT
big/hep-th.txtg,5,20,701,577,3,0:00.09,0,287,287,0:37.47,0,374,374,0:26.90,0,398,398,0:00.07,0,398,398,0:00.05,0,408,408,0:00.04,0,428,428,0:01.80,-,-,-,TIMEOUT
big/p2p-Gnutella04.txtg,5,100,3813,6092,25,0:03.21,-,-,-,TIMEOUT,-,-,-,TIMEOUT,0,67,67,0:00.42,0,67,67,0:00.25,0,74,74,0:00.17,0,89,89,2:38.90,-,-,-,TIMEOUT
big/p2p-Gnutella04.txtg,5,20,2730,1343,6,0:00.85,-,-,-,TIMEOUT,-,-,-,TIMEOUT,0,38,38,0:00.12,0,38,38,0:00.08,0,42,42,0:00.09,0,47,47,0:30.14,-,-,-,TIMEOUT
big/planar10000.txtg,5,100,2619,4423,10,0:01.09,0,18,18,0:03.87,0,121,121,0:03.44,0,256,256,0:00.32,0,256,256,0:00.15,0,278,278,0:00.10,0,324,324,0:15.64,-,-,-,TIMEOUT
big/planar10000.txtg,5,20,1042,1350,6,0:00.11,7,8,2,0:02.81,0,67,67,0:02.37,0,126,126,0:00.07,0,126,126,0:00.06,0,136,136,0:00.06,0,159,159,0:03.21,-,-,-,TIMEOUT
big/planar12000.txtg,5,100,2869,5534,33,0:02.92,0,58,58,0:03.40,0,184,184,0:03.45,0,461,461,0:00.51,0,461,461,0:00.21,0,495,495,0:00.11,0,541,541,0:15.20,-,-,-,TIMEOUT
big/planar12000.txtg,5,20,1039,1542,12,0:00.22,0,28,28,0:02.50,0,134,134,0:02.24,0,228,228,0:00.12,0,228,228,0:00.07,0,244,244,0:00.06,0,275,275,0:03.02,-,-,-,TIMEOUT
big/planar15000.txtg,5,100,2684,6000,28,0:04.50,0,231,231,0:03.16,0,551,551,0:03.37,0,863,863,0:00.76,0,863,863,0:00.31,0,917,917,0:00.12,0,1009,1009,0:13.85,-,-,-,TIMEOUT
big/planar15000.txtg,5,20,956,1701,11,0:00.33,0,112,112,0:02.81,0,281,281,0:02.48,0,425,425,0:00.16,0,425,425,0:00.09,0,447,447,0:00.07,0,489,489,0:02.68,-,-,-,TIMEOUT
big/planar7002.txtg,5,100,2324,2844,4,0:00.39,3,2,2,0:03.33,2,29,6,0:03.20,0,61,61,0:00.15,0,61,61,0:00.09,0,72,72,0:00.09,0,94,94,0:14.98,-,-,-,TIMEOUT
big/planar7002.txtg,5,20,945,958,4,0:00.08,7,7,2,0:02.41,0,17,17,0:02.25,0,42,42,0:00.06,0,42,42,0:00.05,0,53,53,0:00.05,0,59,59,0:03.30,-,-,-,TIMEOUT
big/planar8500.txtg,5,100,2598,3795,9,0:01.27,2,8,3,0:03.39,2,29,6,0:03.31,0,123,123,0:00.23,0,123,123,0:00.12,0,147,147,0:00.10,0,183,183,0:14.95,-,-,-,TIMEOUT
big/planar8500.txtg,5,20,1008,1183,4,0:00.14,2,5,2,0:02.71,1,52,21,0:02.28,0,73,73,0:00.08,0,73,73,0:00.06,0,82,82,0:00.06,0,94,94,0:03.20,-,-,-,TIMEOUT
big/polblogs.txtg,5,100,452,602,21,0:00.09,25,3,1,1:57.37,25,3,1,1:48.37,0,6,6,0:00.16,0,6,6,0:00.07,0,6,6,0:00.10,2,28,20,0:02.11,-,-,-,TIMEOUT
big/polblogs.txtg,5,20,320,138,4,0:00.06,0,1,1,1:33.16,0,1,1,1:27.60,0,3,3,0:00.04,0,3,3,0:00.03,0,3,3,0:00.04,1,8,5,0:00.87,-,-,-,NO
big/sb-12-0.txtg,5,100,2003,1136,2,0:00.20,4,2,1,9:27.68,4,2,1,8:58.74,0,35,35,0:00.08,0,35,35,0:00.05,0,40,40,0:00.05,0,44,44,0:17.95,-,-,-,TIMEOUT
big/sb-12-0.txtg,5,20,1113,336,1,0:00.12,0,1,1,6:50.88,0,8,8,6:19.66,0,13,13,0:00.04,0,13,13,0:00.04,0,15,15,0:00.04,0,20,20,0:03.30,-,-,-,NO
big/sb-12-1.txtg,5,100,1995,1162,2,0:00.23,0,1,1,9:43.77,0,1,1,9:13.98,0,35,35,0:00.07,0,35,35,0:00.05,0,36,36,0:00.05,0,44,44,0:17.93,-,-,-,NO
big/sb-12-1.txtg,5,20,1082,326,1,0:00.12,2,2,1,8:19.19,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO,-,-,-,NO
