test,rad,%,MFCS_forb,MFCS_scat,MFCS_time,TGV_forb,TGV_scat,TGV_time,TGV2_forb,TGV2_scat,TGV2_time,tree_forb,tree_scat,tree_time,tree_shrink_forb,tree_shrink_scat,tree_shrink_time,ldit_forb,ldit_scat,ldit_time,ldpow_forb,ldpow_scat,ldpow_time,TGV3_forb,TGV3_scat,TGV3_time
small/fvs020.txtg,5,20,6,6,0:00.00,0,2,0:00.01,0,4,0:00.01,0,3,0:00.00,0,3,0:00.00,0,4,0:00.00,0,4,0:00.00,0,4,0:00.03
small/fvs033.txtg,5,100,50,38,0:00.01,0,11,0:00.17,0,19,0:00.13,0,13,0:00.02,0,13,0:00.01,0,15,0:00.01,0,25,0:00.08,0,24,0:04.14
small/fvs033.txtg,5,20,20,21,0:00.01,0,8,0:00.07,0,16,0:00.07,0,12,0:00.00,0,12,0:00.00,0,14,0:00.01,0,22,0:00.02,0,21,0:01.38
small/fvs047.txtg,5,100,34,15,0:00.01,0,3,0:00.05,0,3,0:00.05,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,3,0:00.01,0,3,0:00.44
small/fvs047.txtg,5,20,16,7,0:00.00,0,2,0:00.04,0,2,0:00.03,0,2,0:00.00,0,2,0:00.00,0,1,0:00.00,0,3,0:00.01,0,3,0:00.14
small/fvs051.txtg,5,100,25,5,0:00.00,0,1,0:00.05,0,1,0:00.05,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.39
small/fvs051.txtg,5,20,0,1,0:00.00,0,1,0:00.04,0,1,0:00.04,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.13
small/fvs066.txtg,5,100,86,13,0:00.01,0,1,0:00.75,0,1,0:00.75,0,1,0:00.01,0,1,0:00.01,0,1,0:00.01,0,1,0:00.04,0,1,0:09.03
small/fvs066.txtg,5,20,40,4,0:00.01,0,1,0:00.65,0,1,0:00.66,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.01,0,1,0:02.93
small/fvs097.txtg,5,100,46,12,0:00.00,0,2,0:00.10,5,2,0:00.10,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.01,0,2,0:00.98
small/fvs097.txtg,5,20,15,5,0:00.00,0,2,0:00.07,0,2,0:00.07,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.26
small/fvs099.txtg,5,100,9,12,0:00.00,2,4,0:00.01,2,4,0:00.01,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,3,0:00.00,0,3,0:00.04
small/fvs099.txtg,5,20,1,3,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.01
small/fvs100.txtg,5,100,32,11,0:00.00,0,4,0:00.18,0,4,0:00.19,0,4,0:00.00,0,4,0:00.00,0,4,0:00.00,0,5,0:00.02,0,5,0:02.03
small/fvs100.txtg,5,20,3,4,0:00.00,0,3,0:00.15,0,4,0:00.16,0,4,0:00.00,0,4,0:00.00,0,4,0:00.00,0,5,0:00.01,0,5,0:00.69
small/hex.txtg,5,100,2,9,0:00.01,0,9,0:00.23,0,11,0:00.20,0,9,0:00.01,0,9,0:00.00,0,10,0:00.00,0,14,0:00.03,0,14,0:02.89
small/hex.txtg,5,20,3,6,0:00.00,0,6,0:00.18,0,11,0:00.11,0,7,0:00.00,0,7,0:00.00,0,8,0:00.00,0,10,0:00.01,0,11,0:01.12
small/karate.txtg,5,100,10,19,0:00.00,2,6,0:00.01,2,6,0:00.00,2,7,0:00.00,2,6,0:00.00,2,7,0:00.00,4,10,0:00.00,6,15,0:00.06
small/karate.txtg,5,20,5,4,0:00.00,0,1,0:00.01,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,4,3,0:00.00,4,3,0:00.02
small/lesmiserables.txtg,5,100,20,35,0:00.00,1,7,0:00.02,1,7,0:00.02,1,2,0:00.00,1,2,0:00.00,1,2,0:00.00,4,13,0:00.00,1,7,0:00.45
small/lesmiserables.txtg,5,20,9,11,0:00.00,1,4,0:00.01,1,4,0:00.01,1,4,0:00.00,1,3,0:00.00,1,2,0:00.00,2,5,0:00.00,2,5,0:00.09
small/photoviz_dynamic.txtg,5,100,66,158,0:00.00,0,9,0:00.10,0,12,0:00.09,0,19,0:00.00,0,19,0:00.01,0,20,0:00.01,0,21,0:00.05,0,21,0:06.16
small/photoviz_dynamic.txtg,5,20,32,37,0:00.00,0,7,0:00.06,0,8,0:00.05,0,11,0:00.00,0,11,0:00.00,0,14,0:00.00,0,15,0:00.02,0,15,0:01.19
small/planar302.txtg,5,100,97,122,0:00.01,0,1,0:00.07,0,1,0:00.07,0,3,0:00.01,0,3,0:00.01,0,3,0:00.00,0,5,0:00.05,0,5,0:02.53
small/planar302.txtg,5,20,48,41,0:00.00,4,3,0:00.05,4,3,0:00.05,0,2,0:00.00,0,2,0:00.00,0,2,0:00.00,0,2,0:00.02,19,22,0:00.72
small/planar350.txtg,5,100,112,158,0:00.01,6,4,0:00.08,6,4,0:00.09,0,5,0:00.01,0,5,0:00.01,0,6,0:00.01,0,6,0:00.06,0,6,0:04.11
small/planar350.txtg,5,20,45,47,0:00.00,3,2,0:00.06,2,3,0:00.06,0,3,0:00.00,0,3,0:00.00,0,3,0:00.00,0,3,0:00.02,0,3,0:00.94
small/planar400.txtg,5,100,131,195,0:00.01,6,6,0:00.09,6,6,0:00.09,0,11,0:00.01,0,11,0:00.01,0,12,0:00.01,0,13,0:00.07,0,13,0:05.09
small/planar400.txtg,5,20,48,60,0:00.00,5,4,0:00.07,2,4,0:00.06,0,4,0:00.00,0,4,0:00.00,0,6,0:00.00,0,6,0:00.02,0,6,0:01.05
small/planar500.txtg,5,100,133,249,0:00.01,1,5,0:00.09,1,10,0:00.08,0,13,0:00.01,0,13,0:00.01,0,15,0:00.01,0,19,0:00.08,0,19,0:09.95
small/planar500.txtg,5,20,50,69,0:00.00,3,2,0:00.06,3,2,0:00.07,0,7,0:00.00,0,7,0:00.00,0,9,0:00.01,0,9,0:00.02,0,9,0:01.66
small/planar600.txtg,5,100,142,284,0:00.01,0,12,0:00.08,0,18,0:00.07,0,36,0:00.01,0,36,0:00.01,0,36,0:00.01,0,38,0:00.07,0,39,0:22.55
small/planar600.txtg,5,20,50,83,0:00.01,0,6,0:00.07,0,9,0:00.06,0,14,0:00.00,0,14,0:00.00,0,16,0:00.00,0,18,0:00.02,0,18,0:03.24
small/polbooks.txtg,5,100,46,34,0:00.00,0,1,0:00.09,0,1,0:00.08,0,2,0:00.00,0,2,0:00.00,0,1,0:00.00,0,2,0:00.02,0,2,0:01.09
small/polbooks.txtg,5,20,24,10,0:00.00,6,2,0:00.06,6,2,0:00.07,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,0,1,0:00.01,0,1,0:00.35
small/word_adjacencies.txtg,5,100,49,42,0:00.00,0,1,0:00.14,0,1,0:00.13,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,1,2,0:00.02,1,2,0:02.30
small/word_adjacencies.txtg,5,20,31,10,0:00.00,1,2,0:00.10,1,2,0:00.09,0,1,0:00.00,0,1,0:00.00,0,1,0:00.00,1,2,0:00.01,1,2,0:00.53
