test,rad,%,mfcs_forb,mfcs_scat,mfcs_score,mfcs_time,new1_forb,new1_scat,new1_score,new1_time,new2_forb,new2_scat,new2_score,new2_time,tree1_forb,tree1_scat,tree1_score,tree1_time,tree2_forb,tree2_scat,tree2_score,tree2_time,ld_it_forb,ld_it_scat,ld_it_score,ld_it_time,ld_forb,ld_scat,ld_score,ld_time,new_ld_forb,new_ld_scat,new_ld_score,new_ld_time
medium/cl-10-0.txtg,3,100,319,357,3,0:00.02,0,2,2,0:02.81,0,43,43,0:02.57,0,83,83,0:00.02,0,83,83,0:00.02,0,85,85,0:00.02,0,87,87,0:00.36,0,86,86,0:57.01
medium/cl-10-0.txtg,3,20,121,93,2,0:00.01,0,3,3,0:02.33,0,19,19,0:01.87,0,36,36,0:00.02,0,36,36,0:00.01,0,39,39,0:00.00,0,41,41,0:00.08,0,39,39,0:09.51
medium/cl-10-1.txtg,3,100,317,357,3,0:00.04,0,3,3,0:02.54,0,45,45,0:02.37,0,88,88,0:00.02,0,88,88,0:00.01,0,91,91,0:00.01,0,94,94,0:00.35,0,95,95,0:55.39
medium/cl-10-1.txtg,3,20,121,95,2,0:00.02,0,2,2,0:02.31,0,12,12,0:01.89,0,36,36,0:00.01,0,36,36,0:00.01,0,37,37,0:00.01,0,40,40,0:00.07,0,39,39,0:09.77
medium/cl-10-2.txtg,3,100,337,385,3,0:00.03,0,5,5,0:03.06,0,50,50,0:02.75,0,84,84,0:00.02,0,84,84,0:00.02,0,84,84,0:00.02,0,86,86,0:00.38,0,87,87,1:03.14
medium/cl-10-2.txtg,3,20,128,96,2,0:00.01,0,5,5,0:02.29,0,19,19,0:01.84,0,27,27,0:00.01,0,27,27,0:00.01,0,29,29,0:00.01,0,33,33,0:00.08,0,33,33,0:10.38
medium/clh-10-0.txtg,3,100,300,220,2,0:00.03,0,9,9,0:01.32,0,60,60,0:01.17,0,80,80,0:00.01,0,80,80,0:00.01,0,80,80,0:00.01,0,101,101,0:00.23,0,100,100,0:48.65
medium/clh-10-0.txtg,3,20,107,76,1,0:00.01,0,8,8,0:01.18,0,34,34,0:00.86,0,42,42,0:00.01,0,42,42,0:00.00,0,46,46,0:00.01,0,50,50,0:00.05,0,50,50,0:09.30
medium/clh-10-1.txtg,3,100,304,226,1,0:00.03,0,2,2,0:01.35,0,54,54,0:01.12,0,84,84,0:00.01,0,84,84,0:00.02,0,84,84,0:00.02,0,105,105,0:00.23,0,106,106,0:46.44
medium/clh-10-1.txtg,3,20,99,81,1,0:00.02,0,5,5,0:01.07,0,32,32,0:00.79,0,48,48,0:00.01,0,48,48,0:00.01,0,48,48,0:00.01,0,52,52,0:00.05,0,52,52,0:09.41
medium/clh-10-2.txtg,3,100,312,224,2,0:00.03,0,2,2,0:01.50,0,59,59,0:01.24,0,79,79,0:00.02,0,79,79,0:00.01,0,79,79,0:00.01,0,99,99,0:00.24,0,100,100,0:47.46
medium/clh-10-2.txtg,3,20,120,83,1,0:00.01,0,8,8,0:01.27,0,38,38,0:00.90,0,45,45,0:00.02,0,45,45,0:00.01,0,49,49,0:00.01,0,51,51,0:00.06,0,51,51,0:08.89
medium/codeminer.txtg,3,100,1,42,39,0:00.01,0,37,37,0:00.05,0,42,42,0:00.05,0,59,59,0:00.02,0,59,59,0:00.01,0,60,60,0:00.01,0,61,61,0:00.03,0,61,61,0:10.69
medium/codeminer.txtg,3,20,0,32,32,0:00.01,0,29,29,0:00.03,0,37,37,0:00.03,0,41,41,0:00.00,0,41,41,0:00.01,0,43,43,0:00.01,0,43,43,0:00.02,0,43,43,0:02.02
medium/cpan-authors.txtg,3,100,71,713,118,0:00.04,1,121,121,0:00.30,1,121,121,0:00.28,1,137,131,0:00.08,1,133,133,0:00.05,1,137,132,0:00.05,1,136,130,0:00.24,2,218,132,2:55.98
medium/cpan-authors.txtg,3,20,38,155,25,0:00.01,1,26,25,0:00.19,1,26,25,0:00.20,1,32,27,0:00.01,1,30,30,0:00.01,1,32,27,0:00.01,1,32,27,0:00.06,1,32,28,0:15.42
medium/cpan-distributions.txtg,3,100,172,1563,205,0:00.16,1,103,101,0:00.37,7,40,25,0:00.32,3,596,230,0:00.37,2,188,188,0:00.15,3,597,228,0:00.25,2,402,240,0:01.02,-,-,-,TIMEOUT
medium/cpan-distributions.txtg,3,20,58,301,38,0:00.02,1,27,22,0:00.29,1,54,48,0:00.18,2,91,43,0:00.03,2,43,43,0:00.02,2,91,43,0:00.03,3,139,46,0:00.19,2,95,48,1:31.94
medium/diseasome.txtg,3,100,45,183,30,0:00.01,0,26,26,0:00.15,0,52,52,0:00.16,0,101,101,0:00.03,0,101,101,0:00.01,0,101,101,0:00.02,0,101,101,0:00.11,0,101,101,0:59.85
medium/diseasome.txtg,3,20,22,56,8,0:00.01,0,21,21,0:00.11,0,42,42,0:00.09,0,52,52,0:00.01,0,52,52,0:00.01,0,57,57,0:00.01,0,63,63,0:00.03,0,63,63,0:09.30
medium/fvs004.txtg,3,100,103,104,2,0:00.00,10,2,1,0:00.59,10,2,1,0:00.53,0,7,7,0:00.01,0,7,7,0:00.01,0,7,7,0:00.01,0,9,9,0:00.08,0,9,9,0:05.50
medium/fvs004.txtg,3,20,53,33,1,0:00.01,4,3,2,0:00.43,4,5,2,0:00.39,0,4,4,0:00.01,0,4,4,0:00.01,0,5,5,0:00.01,0,5,5,0:00.03,0,5,5,0:01.55
medium/fvs008.txtg,3,100,0,216,216,0:00.04,0,207,207,0:00.21,0,286,286,0:00.21,0,366,366,0:00.03,0,366,366,0:00.02,0,368,368,0:00.02,0,382,382,0:00.08,0,382,382,2:19.37
medium/fvs008.txtg,3,20,0,110,110,0:00.02,0,103,103,0:00.08,0,148,148,0:00.07,0,166,166,0:00.01,0,166,166,0:00.01,0,166,166,0:00.01,0,173,173,0:00.03,0,173,173,0:15.13
medium/fvs014.txtg,3,100,65,1716,1,0:00.09,65,132,1,0:04.51,65,132,1,0:04.72,0,20,20,0:01.44,0,20,20,0:00.22,0,20,20,0:00.85,0,20,20,0:01.20,0,20,20,9:53.63
medium/fvs014.txtg,3,20,65,344,1,0:00.02,41,26,1,0:03.05,41,26,1,0:03.02,0,17,17,0:00.06,0,17,17,0:00.03,0,20,20,0:00.03,0,20,20,0:00.30,0,20,20,0:55.53
medium/fvs021.txtg,3,100,0,211,211,0:00.02,0,208,208,0:00.20,0,285,285,0:00.21,0,367,367,0:00.03,0,367,367,0:00.02,0,367,367,0:00.02,0,382,382,0:00.09,0,382,382,2:19.41
medium/fvs021.txtg,3,20,0,109,109,0:00.02,0,104,104,0:00.09,0,150,150,0:00.07,0,174,174,0:00.01,0,174,174,0:00.01,0,174,174,0:00.01,0,179,179,0:00.03,0,179,179,0:15.59
medium/fvs023.txtg,3,100,19,44,8,0:00.01,0,15,15,0:00.05,0,15,15,0:00.05,0,14,14,0:00.02,0,14,14,0:00.01,0,14,14,0:00.01,0,15,15,0:00.03,0,15,15,0:01.68
medium/fvs023.txtg,3,20,9,14,4,0:00.00,0,8,8,0:00.03,0,11,11,0:00.03,0,11,11,0:00.01,0,11,11,0:00.01,0,13,13,0:00.01,0,13,13,0:00.01,0,13,13,0:00.39
medium/fvs052.txtg,3,100,0,114,114,0:00.02,0,104,104,0:00.17,0,165,165,0:00.15,0,270,270,0:00.03,0,270,270,0:00.02,0,272,272,0:00.02,0,298,298,0:00.06,0,299,299,0:42.22
medium/fvs052.txtg,3,20,0,69,69,0:00.01,0,58,58,0:00.06,0,100,100,0:00.06,0,121,121,0:00.01,0,121,121,0:00.01,0,124,124,0:00.01,0,133,133,0:00.03,0,133,133,0:05.94
medium/fvs056.txtg,3,100,0,121,121,0:00.02,0,109,109,0:00.19,0,172,172,0:00.15,0,281,281,0:00.03,0,281,281,0:00.02,0,283,283,0:00.02,0,309,309,0:00.07,0,309,309,0:48.12
medium/fvs056.txtg,3,20,1,72,70,0:00.02,0,66,66,0:00.07,0,104,104,0:00.06,0,126,126,0:00.02,0,126,126,0:00.01,0,131,131,0:00.01,0,142,142,0:00.03,0,142,142,0:07.01
medium/fvs078.txtg,3,100,0,288,288,0:00.05,0,275,275,0:00.70,0,378,378,0:00.55,0,587,587,0:00.05,0,587,587,0:00.04,0,597,597,0:00.02,0,659,659,0:00.09,0,652,652,2:13.03
medium/fvs078.txtg,3,20,0,172,172,0:00.02,0,155,155,0:00.13,0,259,259,0:00.13,0,294,294,0:00.02,0,294,294,0:00.02,0,295,295,0:00.02,0,320,320,0:00.03,0,320,320,0:20.90
medium/netscience.txtg,3,100,0,277,277,0:00.02,0,277,277,0:00.24,0,288,288,0:00.21,0,309,309,0:00.02,0,309,309,0:00.01,0,311,311,0:00.02,0,316,316,0:00.04,0,316,316,0:51.12
medium/netscience.txtg,3,20,0,148,148,0:00.01,0,150,150,0:00.06,0,154,154,0:00.06,0,164,164,0:00.01,0,164,164,0:00.01,0,165,165,0:00.01,0,168,168,0:00.02,0,168,168,0:06.72
medium/planar1302.txtg,3,100,270,324,2,0:00.02,0,7,7,0:00.27,0,31,31,0:00.21,0,53,53,0:00.03,0,53,53,0:00.02,0,64,64,0:00.02,0,78,78,0:00.19,0,78,78,1:14.16
medium/planar1302.txtg,3,20,65,78,2,0:00.01,0,5,5,0:00.20,0,19,19,0:00.17,0,34,34,0:00.01,0,34,34,0:00.02,0,38,38,0:00.02,0,42,42,0:00.06,0,42,42,0:11.22
medium/planar1500.txtg,3,100,367,532,6,0:00.04,0,10,10,0:00.23,0,45,45,0:00.21,0,95,95,0:00.03,0,95,95,0:00.02,0,100,100,0:00.02,0,116,116,0:00.21,0,116,116,1:58.78
medium/planar1500.txtg,3,20,124,167,5,0:00.02,0,6,6,0:00.20,0,37,37,0:00.15,0,58,58,0:00.02,0,58,58,0:00.01,0,59,59,0:00.01,0,65,65,0:00.05,0,65,65,0:18.06
medium/planar2000.txtg,3,100,281,546,8,0:00.06,0,33,33,0:00.25,0,127,127,0:00.26,0,206,206,0:00.04,0,206,206,0:00.03,0,213,213,0:00.03,0,254,254,0:00.21,0,254,254,4:59.86
medium/planar2000.txtg,3,20,117,205,4,0:00.02,0,17,17,0:00.19,0,55,55,0:00.17,0,100,100,0:00.02,0,100,100,0:00.01,0,104,104,0:00.02,0,111,111,0:00.06,0,111,111,0:34.85
medium/planar2500.txtg,3,100,159,384,13,0:00.02,0,63,63,0:00.21,0,186,186,0:00.20,0,309,309,0:00.04,0,309,309,0:00.03,0,315,315,0:00.03,0,361,361,0:00.17,0,361,361,5:53.02
medium/planar2500.txtg,3,20,47,111,6,0:00.02,0,35,35,0:00.15,0,109,109,0:00.12,0,148,148,0:00.02,0,148,148,0:00.02,0,151,151,0:00.01,0,167,167,0:00.05,0,167,167,0:40.66
medium/planar3000.txtg,3,100,136,375,17,0:00.03,0,111,111,0:00.23,0,270,270,0:00.26,0,425,425,0:00.06,0,425,425,0:00.03,0,429,429,0:00.02,0,495,495,0:00.19,0,496,496,8:30.68
medium/planar3000.txtg,3,20,0,67,67,0:00.01,0,60,60,0:00.17,0,139,139,0:00.14,0,197,197,0:00.02,0,197,197,0:00.02,0,201,201,0:00.01,0,208,208,0:00.05,0,208,208,0:52.51
medium/power.txtg,3,100,2,367,364,0:00.11,0,333,333,0:01.25,0,532,532,0:01.08,0,859,859,0:00.10,0,859,859,0:00.06,0,864,864,0:00.03,0,954,954,0:00.18,0,950,950,6:49.39
medium/power.txtg,3,20,0,230,230,0:00.03,0,207,207,0:00.29,0,355,355,0:00.29,0,399,399,0:00.03,0,399,399,0:00.02,0,418,418,0:00.02,0,449,449,0:00.06,0,449,449,0:56.91
medium/sb-10-0.txtg,3,100,218,124,1,0:00.02,0,7,7,0:00.75,0,31,31,0:00.52,0,54,54,0:00.02,0,54,54,0:00.01,0,51,51,0:00.02,0,59,59,0:00.25,0,59,59,0:27.69
medium/sb-10-0.txtg,3,20,61,47,1,0:00.01,0,4,4,0:00.73,0,24,24,0:00.27,0,27,27,0:00.01,0,27,27,0:00.01,0,25,25,0:00.01,0,33,33,0:00.05,0,33,33,0:07.35
medium/sb-10-1.txtg,3,100,255,139,1,0:00.02,0,4,4,0:00.80,0,34,34,0:00.48,0,54,54,0:00.02,0,54,54,0:00.02,0,58,58,0:00.02,0,65,65,0:00.26,0,65,65,0:32.30
medium/sb-10-1.txtg,3,20,92,58,1,0:00.01,0,2,2,0:00.75,0,16,16,0:00.30,0,23,23,0:00.01,0,23,23,0:00.00,0,28,28,0:00.01,0,35,35,0:00.05,0,34,34,0:06.12
medium/sb-10-2.txtg,3,100,227,139,1,0:00.01,0,3,3,0:01.20,0,28,28,0:00.81,0,53,53,0:00.03,0,53,53,0:00.02,0,51,51,0:00.01,0,64,64,0:00.27,0,63,63,0:32.30
medium/sb-10-2.txtg,3,20,66,44,1,0:00.02,0,1,1,0:00.96,0,17,17,0:00.48,0,22,22,0:00.01,0,22,22,0:00.01,0,26,26,0:00.01,0,33,33,0:00.06,0,34,34,0:06.53
medium/sp_data_school_day_2.txtg,3,100,130,11,1,0:00.01,0,1,1,0:05.09,0,1,1,0:04.82,0,1,1,0:00.01,0,1,1,0:00.02,0,1,1,0:00.02,0,1,1,0:00.09,0,1,1,1:17.42
medium/sp_data_school_day_2.txtg,3,20,82,6,1,0:00.02,0,1,1,0:04.38,0,1,1,0:04.36,0,1,1,0:00.01,0,1,1,0:00.01,0,1,1,0:00.01,0,1,1,0:00.06,0,1,1,0:24.82
medium/yeast.txtg,3,100,466,958,77,0:00.21,0,125,125,0:05.71,0,237,237,0:05.55,0,315,315,0:00.10,0,315,315,0:00.04,0,318,318,0:00.05,0,331,331,0:01.04,-,-,-,TIMEOUT
medium/yeast.txtg,3,20,256,260,16,0:00.03,0,40,40,0:05.92,0,83,83,0:03.49,0,111,111,0:00.02,0,111,111,0:00.02,0,120,120,0:00.02,0,121,121,0:00.20,0,122,122,1:41.91
medium/airlines.txtg,4,100,69,125,8,0:00.01,1,8,8,0:00.29,1,8,8,0:00.29,4,14,8,0:00.01,1,8,8,0:00.01,4,14,8,0:00.01,1,9,8,0:00.06,1,9,9,0:12.43
medium/airlines.txtg,4,20,33,29,2,0:00.01,1,4,4,0:00.23,1,4,4,0:00.23,0,1,1,0:00.01,0,1,1,0:00.00,0,1,1,0:00.00,1,4,3,0:00.02,1,4,4,0:02.37
medium/celegans.txtg,4,100,144,84,10,0:00.01,4,3,1,0:01.69,4,3,1,0:01.51,1,12,12,0:00.02,1,11,11,0:00.01,1,12,10,0:00.01,1,13,12,0:00.11,1,13,12,0:30.07
medium/celegans.txtg,4,20,61,16,2,0:00.01,1,3,2,0:01.38,1,3,2,0:01.33,1,3,2,0:00.01,1,3,3,0:00.01,1,3,3,0:00.01,1,4,4,0:00.04,1,4,4,0:08.20
medium/cl-10-0.txtg,4,100,367,401,3,0:00.03,6,2,1,0:11.01,6,2,1,0:10.12,0,28,28,0:00.02,0,28,28,0:00.01,0,32,32,0:00.01,0,38,38,0:00.81,0,38,38,1:20.69
medium/cl-10-0.txtg,4,20,187,105,2,0:00.01,13,2,1,0:07.73,17,3,1,0:07.35,0,15,15,0:00.01,0,15,15,0:00.01,0,15,15,0:00.01,0,17,17,0:00.19,0,17,17,0:23.40
medium/cl-10-1.txtg,4,100,343,395,3,0:00.03,7,2,1,0:10.38,7,2,1,0:09.49,0,29,29,0:00.02,0,29,29,0:00.02,0,31,31,0:00.02,0,36,36,0:00.78,0,36,36,1:22.45
medium/cl-10-1.txtg,4,20,188,104,2,0:00.02,0,1,1,0:07.05,0,1,1,0:06.69,0,12,12,0:00.01,0,12,12,0:00.01,0,15,15,0:00.02,0,17,17,0:00.18,0,17,17,0:20.99
medium/cl-10-2.txtg,4,100,362,417,3,0:00.03,0,1,1,0:11.32,0,1,1,0:10.40,0,40,40,0:00.02,0,40,40,0:00.02,0,43,43,0:00.02,0,46,46,0:00.83,0,46,46,1:35.87
medium/cl-10-2.txtg,4,20,199,106,1,0:00.02,6,2,1,0:07.80,10,3,1,0:07.25,0,13,13,0:00.01,0,13,13,0:00.01,0,13,13,0:00.01,0,15,15,0:00.20,0,15,15,0:27.95
medium/clh-10-0.txtg,4,100,328,243,2,0:00.03,0,1,1,0:05.58,6,10,2,0:04.87,0,37,37,0:00.02,0,37,37,0:00.02,0,39,39,0:00.01,0,53,53,0:00.60,0,51,51,1:04.83
medium/clh-10-0.txtg,4,20,179,103,1,0:00.01,0,1,1,0:03.83,0,11,11,0:03.42,0,22,22,0:00.01,0,22,22,0:00.01,0,27,27,0:00.01,0,29,29,0:00.15,0,30,30,0:18.16
medium/clh-10-1.txtg,4,100,335,244,2,0:00.03,0,2,2,0:05.12,0,17,17,0:04.81,0,43,43,0:00.02,0,43,43,0:00.01,0,44,44,0:00.01,0,55,55,0:00.60,0,55,55,0:55.18
medium/clh-10-1.txtg,4,20,167,102,1,0:00.02,0,1,1,0:03.84,0,1,1,0:03.46,0,23,23,0:00.01,0,23,23,0:00.01,0,23,23,0:00.01,0,28,28,0:00.14,0,28,28,0:15.84
medium/clh-10-2.txtg,4,100,314,243,1,0:00.03,0,1,1,0:05.45,0,1,1,0:04.77,0,38,38,0:00.02,0,38,38,0:00.01,0,40,40,0:00.02,0,51,51,0:00.63,0,52,52,1:02.24
medium/clh-10-2.txtg,4,20,172,101,1,0:00.02,6,2,1,0:03.82,0,12,12,0:03.43,0,26,26,0:00.02,0,26,26,0:00.00,0,28,28,0:00.01,0,28,28,0:00.15,0,28,28,0:18.87
medium/codeminer.txtg,4,100,1,30,25,0:00.01,0,26,26,0:00.07,0,33,33,0:00.05,0,42,42,0:00.02,0,42,42,0:00.02,0,43,43,0:00.01,0,45,45,0:00.05,0,45,45,0:15.14
medium/codeminer.txtg,4,20,0,22,22,0:00.01,0,20,20,0:00.05,0,29,29,0:00.04,0,33,33,0:00.01,0,33,33,0:00.01,0,32,32,0:00.01,0,35,35,0:00.02,0,35,35,0:02.84
medium/cpan-authors.txtg,4,100,71,713,118,0:00.04,1,119,119,0:00.39,1,119,119,0:00.37,2,126,124,0:00.08,1,123,123,0:00.05,2,126,124,0:00.05,1,126,124,0:00.35,-,-,-,TIMEOUT
medium/cpan-authors.txtg,4,20,43,155,25,0:00.02,1,26,25,0:00.29,1,26,25,0:00.30,1,28,26,0:00.01,1,27,27,0:00.01,1,28,26,0:00.01,1,28,26,0:00.11,1,28,26,0:45.35
medium/cpan-distributions.txtg,4,100,208,2277,205,0:00.33,2,211,207,0:00.88,2,219,214,0:00.77,4,567,219,0:00.38,2,177,177,0:00.14,4,566,218,0:00.19,3,565,219,0:02.48,-,-,-,TIMEOUT
medium/cpan-distributions.txtg,4,20,91,487,36,0:00.03,3,38,34,0:00.67,3,46,38,0:00.57,2,81,37,0:00.03,2,39,39,0:00.02,3,84,39,0:00.03,2,87,42,0:00.45,2,87,42,3:41.44
medium/diseasome.txtg,4,100,63,263,18,0:00.02,1,37,33,0:00.21,0,28,28,0:00.21,0,53,53,0:00.03,0,53,53,0:00.02,0,52,52,0:00.02,0,55,55,0:00.22,0,55,55,1:18.54
medium/diseasome.txtg,4,20,64,124,5,0:00.01,0,12,12,0:00.17,0,20,20,0:00.15,0,31,31,0:00.01,0,31,31,0:00.01,0,33,33,0:00.01,0,37,37,0:00.06,0,37,37,0:13.10
medium/fvs004.txtg,4,100,106,104,2,0:00.00,11,2,1,0:01.02,22,3,1,0:00.91,1,2,2,0:00.01,1,2,2,0:00.02,1,3,3,0:00.01,5,17,4,0:00.10,5,17,4,0:16.64
medium/fvs004.txtg,4,20,71,33,1,0:00.00,0,1,1,0:00.76,0,1,1,0:00.72,1,2,2,0:00.01,1,2,2,0:00.00,0,1,1,0:00.01,0,1,1,0:00.05,0,1,1,0:03.75
medium/fvs008.txtg,4,100,104,283,15,0:00.02,0,179,179,0:00.32,0,230,230,0:00.25,0,270,270,0:00.03,0,270,270,0:00.02,0,273,273,0:00.02,0,297,297,0:00.19,0,297,297,5:31.19
medium/fvs008.txtg,4,20,0,88,88,0:00.01,0,84,84,0:00.23,0,114,114,0:00.09,0,129,129,0:00.01,0,129,129,0:00.01,0,131,131,0:00.01,0,139,139,0:00.05,0,140,140,0:32.83
medium/fvs014.txtg,4,100,65,1716,1,0:00.10,65,132,1,0:05.59,65,132,1,0:05.79,0,1,1,0:01.45,0,1,1,0:00.23,0,1,1,0:00.98,0,2,2,0:03.54,-,-,-,TIMEOUT
medium/fvs014.txtg,4,20,65,344,1,0:00.03,57,26,1,0:04.14,57,26,1,0:04.10,0,1,1,0:00.08,0,1,1,0:00.04,0,1,1,0:00.15,0,1,1,0:00.76,-,-,-,TIMEOUT
medium/fvs021.txtg,4,100,167,473,15,0:00.03,0,179,179,0:00.33,0,229,229,0:00.24,0,270,270,0:00.03,0,270,270,0:00.02,0,280,280,0:00.02,0,297,297,0:00.19,0,297,297,5:29.12
medium/fvs021.txtg,4,20,76,130,4,0:00.01,0,82,82,0:00.25,0,120,120,0:00.18,0,135,135,0:00.02,0,135,135,0:00.02,0,138,138,0:00.01,0,147,147,0:00.05,0,147,147,0:34.38
medium/fvs023.txtg,4,100,18,35,8,0:00.01,7,16,8,0:00.05,7,17,8,0:00.05,0,4,4,0:00.02,0,4,4,0:00.01,2,5,2,0:00.02,0,10,10,0:00.04,0,10,10,0:02.71
medium/fvs023.txtg,4,20,12,13,3,0:00.01,0,5,5,0:00.04,0,8,8,0:00.05,0,5,5,0:00.01,0,5,5,0:00.01,0,4,4,0:00.01,0,8,8,0:00.02,0,8,8,0:00.63
medium/fvs052.txtg,4,100,0,59,59,0:00.02,0,63,63,0:00.15,0,105,105,0:00.12,0,136,136,0:00.03,0,136,136,0:00.02,0,163,163,0:00.02,0,191,191,0:00.09,0,190,190,0:49.49
medium/fvs052.txtg,4,20,0,41,41,0:00.01,0,36,36,0:00.08,0,62,62,0:00.08,0,81,81,0:00.01,0,81,81,0:00.01,0,84,84,0:00.01,0,98,98,0:00.04,0,99,99,0:08.15
medium/fvs056.txtg,4,100,0,66,66,0:00.02,0,58,58,0:00.18,0,104,104,0:00.14,0,150,150,0:00.03,0,150,150,0:00.02,0,172,172,0:00.02,0,198,198,0:00.10,0,199,199,0:57.71
medium/fvs056.txtg,4,20,0,45,45,0:00.01,0,39,39,0:00.09,0,69,69,0:00.08,0,81,81,0:00.02,0,81,81,0:00.01,0,87,87,0:00.02,0,100,100,0:00.04,0,100,100,0:09.46
medium/fvs078.txtg,4,100,0,190,190,0:00.04,0,174,174,0:00.48,0,255,255,0:00.38,0,316,316,0:00.05,0,316,316,0:00.04,0,360,360,0:00.02,0,441,441,0:00.14,0,445,445,2:42.15
medium/fvs078.txtg,4,20,0,113,113,0:00.02,0,104,104,0:00.15,0,180,180,0:00.12,0,205,205,0:00.02,0,205,205,0:00.02,0,205,205,0:00.02,0,236,236,0:00.05,0,236,236,0:25.84
medium/netscience.txtg,4,100,0,272,272,0:00.03,0,273,273,0:00.23,0,278,278,0:00.21,0,289,289,0:00.03,0,289,289,0:00.02,0,290,290,0:00.02,0,290,290,0:00.05,0,290,290,1:25.09
medium/netscience.txtg,4,20,0,145,145,0:00.02,0,148,148,0:00.07,0,152,152,0:00.07,0,154,154,0:00.02,0,154,154,0:00.01,0,155,155,0:00.01,0,156,156,0:00.02,0,156,156,0:10.49
medium/planar1302.txtg,4,100,403,481,2,0:00.02,0,3,3,0:00.37,0,10,10,0:00.37,0,24,24,0:00.03,0,24,24,0:00.02,0,29,29,0:00.02,0,41,41,0:00.41,0,41,41,1:27.86
medium/planar1302.txtg,4,20,145,149,2,0:00.01,0,3,3,0:00.29,0,4,4,0:00.28,0,15,15,0:00.01,0,15,15,0:00.01,0,16,16,0:00.01,0,21,21,0:00.10,0,21,21,0:15.38
medium/planar1500.txtg,4,100,467,650,3,0:00.04,1,5,3,0:00.36,2,19,6,0:00.34,0,37,37,0:00.03,0,37,37,0:00.02,0,37,37,0:00.02,0,49,49,0:00.45,0,49,49,2:05.50
medium/planar1500.txtg,4,20,185,205,3,0:00.02,4,7,3,0:00.28,0,12,12,0:00.26,0,24,24,0:00.01,0,24,24,0:00.01,0,26,26,0:00.02,0,28,28,0:00.11,0,28,28,0:21.54
medium/planar2000.txtg,4,100,493,875,7,0:00.15,0,13,13,0:00.38,0,44,44,0:00.37,0,94,94,0:00.04,0,94,94,0:00.03,0,99,99,0:00.02,0,119,119,0:00.51,0,119,119,7:09.88
medium/planar2000.txtg,4,20,168,263,3,0:00.03,0,9,9,0:00.27,0,20,20,0:00.26,0,44,44,0:00.02,0,44,44,0:00.02,0,49,49,0:00.02,0,58,58,0:00.11,0,58,58,0:51.09
medium/planar2500.txtg,4,100,247,520,13,0:00.03,0,32,32,0:00.29,0,96,96,0:00.28,0,164,164,0:00.04,0,164,164,0:00.03,0,175,175,0:00.02,0,200,200,0:00.42,-,-,-,TIMEOUT
medium/planar2500.txtg,4,20,151,257,6,0:00.02,0,21,21,0:00.24,0,55,55,0:00.21,0,83,83,0:00.02,0,83,83,0:00.01,0,86,86,0:00.02,0,99,99,0:00.10,0,99,99,1:13.70
medium/planar3000.txtg,4,100,400,967,14,0:00.08,0,67,67,0:00.29,0,152,152,0:00.30,0,239,239,0:00.06,0,239,239,0:00.03,0,243,243,0:00.03,0,280,280,0:00.45,-,-,-,TIMEOUT
medium/planar3000.txtg,4,20,127,263,5,0:00.02,0,35,35,0:00.25,0,83,83,0:00.20,0,112,112,0:00.02,0,112,112,0:00.02,0,124,124,0:00.02,0,132,132,0:00.11,0,132,132,1:45.44
medium/power.txtg,4,100,0,218,218,0:00.09,0,203,203,0:00.89,0,348,348,0:00.77,0,469,469,0:00.11,0,469,469,0:00.07,0,520,520,0:00.04,0,621,621,0:00.30,0,621,621,8:37.64
medium/power.txtg,4,20,0,138,138,0:00.04,0,134,134,0:00.25,0,229,229,0:00.20,0,269,269,0:00.03,0,269,269,0:00.03,0,293,293,0:00.02,0,332,332,0:00.08,0,333,333,1:15.73
medium/sb-10-0.txtg,4,100,490,293,1,0:00.03,0,2,2,0:08.48,0,9,9,0:07.83,0,17,17,0:00.02,0,17,17,0:00.02,0,21,21,0:00.01,0,27,27,0:00.76,0,27,27,1:07.80
medium/sb-10-0.txtg,4,20,208,85,1,0:00.02,4,2,1,0:07.10,0,7,7,0:05.51,0,10,10,0:00.01,0,10,10,0:00.01,0,10,10,0:00.01,0,14,14,0:00.15,0,14,14,0:24.11
medium/sb-10-1.txtg,4,100,483,277,2,0:00.02,0,2,2,0:08.51,0,11,11,0:07.61,0,21,21,0:00.02,0,21,21,0:00.01,0,22,22,0:00.02,0,30,30,0:00.79,0,30,30,1:13.19
medium/sb-10-1.txtg,4,20,201,78,1,0:00.02,1,2,1,0:06.77,0,5,5,0:05.26,0,10,10,0:00.01,0,10,10,0:00.01,0,10,10,0:00.01,0,13,13,0:00.16,0,13,13,0:28.29
medium/sb-10-2.txtg,4,100,485,279,1,0:00.02,0,2,2,0:10.09,0,9,9,0:09.30,0,17,17,0:00.02,0,17,17,0:00.02,0,20,20,0:00.01,0,25,25,0:00.79,0,25,25,1:20.49
medium/sb-10-2.txtg,4,20,190,74,1,0:00.02,0,2,2,0:07.95,0,6,6,0:06.98,0,7,7,0:00.02,0,7,7,0:00.01,0,9,9,0:00.01,0,14,14,0:00.16,0,14,14,0:24.79
medium/sp_data_school_day_2.txtg,4,100,177,11,1,0:00.04,0,1,1,0:06.49,0,1,1,0:06.39,0,1,1,0:00.01,0,1,1,0:00.01,0,1,1,0:00.02,0,1,1,0:00.10,0,1,1,1:47.51
medium/sp_data_school_day_2.txtg,4,20,105,5,1,0:00.02,0,1,1,0:05.81,0,1,1,0:05.81,0,1,1,0:00.01,0,1,1,0:00.01,0,1,1,0:00.01,0,1,1,0:00.05,0,1,1,0:36.03
