test,rad,sortdeg1.lsR
oscil_dcop_36.mtx,1,3
oscil_dcop_37.mtx,1,3
oscil_dcop_38.mtx,1,3
oscil_dcop_39.mtx,1,3
oscil_dcop_40.mtx,1,3
oscil_dcop_41.mtx,1,3
oscil_dcop_42.mtx,1,3
oscil_dcop_43.mtx,1,3
oscil_dcop_44.mtx,1,3
oscil_dcop_45.mtx,1,3
oscil_dcop_46.mtx,1,3
oscil_dcop_47.mtx,1,3
oscil_dcop_48.mtx,1,3
oscil_dcop_49.mtx,1,3
oscil_dcop_50.mtx,1,3
oscil_dcop_51.mtx,1,3
oscil_dcop_52.mtx,1,3
oscil_dcop_53.mtx,1,3
oscil_dcop_54.mtx,1,3
oscil_dcop_55.mtx,1,3
oscil_dcop_56.mtx,1,3
oscil_dcop_57.mtx,1,3
oscil_trans_01.mtx,1,5
p0033.mtx,1,5
p0040.mtx,1,4
pde225.mtx,1,3
pivtol.mtx,1,3
plskz362.mtx,1,5
polbooks.mtx,1,7
pores_1.mtx,1,6
problem.mtx,1,3
Ragusa16.mtx,1,6
Ragusa18.mtx,1,5
rajat05.mtx,1,4
rajat11.mtx,1,6
rajat14.mtx,1,7
rdb200l.mtx,1,4
rdb200.mtx,1,4
refine.mtx,1,5
rel3.mtx,1,4
rel4.mtx,1,5
rel5.mtx,1,5
relat3.mtx,1,4
relat4.mtx,1,5
rgg010.mtx,1,10
robot.mtx,1,10
rotor1.mtx,1,9
rw136.mtx,1,4
S10PI_n1.mtx,1,3
S10PI_n.mtx,1,3
Sandi_authors.mtx,1,5
Sandi_sandi.mtx,1,4
saylr1.mtx,1,3
SmallW.mtx,1,10
sphere2.mtx,1,6
sphere3.mtx,1,6
steam3.mtx,1,9
Stranke94.mtx,1,10
t2dal_e.mtx,1,
t3dl_e.mtx,1,
TF10.mtx,1,9
Tina_AskCal.mtx,1,4
Tina_AskCog.mtx,1,4
Tina_DisCal.mtx,1,5
Tina_DisCog.mtx,1,6
Trec3.mtx,1,2
Trec4.mtx,1,2
Trec5.mtx,1,3
Trec6.mtx,1,5
Trec7.mtx,1,8
Trec8.mtx,1,13
Trefethen_150.mtx,1,9
Trefethen_20b.mtx,1,6
Trefethen_20.mtx,1,6
tub100.mtx,1,4
ucidata-gama.edges,1,6
ucidata-zachary.edges,1,5
08blocks.mtx,2,5
494_bus.mtx,2,6
662_bus.mtx,2,7
adjnoun_adjacency.edges,2,20
adjnoun.mtx,2,22
arc130.mtx,2,19
ash219.mtx,2,11
ash292.mtx,2,13
ash331.mtx,2,12
ash85.mtx,2,10
b1_ss.mtx,2,3
bcspwr01.mtx,2,5
bcspwr02.mtx,2,5
bcspwr03.mtx,2,6
bcspwr04.mtx,2,13
bcspwr05.mtx,2,6
bcsstk01.mtx,2,16
bcsstk03.mtx,2,7
bcsstk22.mtx,2,8
bcsstm01.mtx,2,
bcsstm02.mtx,2,
bcsstm03.mtx,2,
bcsstm04.mtx,2,
bcsstm05.mtx,2,
bcsstm06.mtx,2,
bcsstm08.mtx,2,
bcsstm09.mtx,2,
bcsstm11.mtx,2,
bcsstm19.mtx,2,
bcsstm20.mtx,2,
bcsstm21.mtx,2,
bcsstm22.mtx,2,
bcsstm23.mtx,2,
bcsstm24.mtx,2,
bcsstm25.mtx,2,
bcsstm26.mtx,2,
bcsstm37.mtx,2,4
bcsstm39.mtx,2,
bfwa62.mtx,2,11
bfwb62.mtx,2,10
bibd_81_2.mtx,2,
bibd_9_3.mtx,2,19
bio-MUTAG-g1.edges,2,4
bwm200.mtx,2,6
cage3.mtx,2,4
cage4.mtx,2,6
cage5.mtx,2,10
cage6.mtx,2,20
CAG_mat72.mtx,2,26
can_144.mtx,2,11
can_161.mtx,2,14
can_187.mtx,2,13
can_229.mtx,2,14
can_24.mtx,2,9
can_61.mtx,2,11
can_62.mtx,2,5
can_73.mtx,2,9
can_96.mtx,2,13
ca-netscience.mtx,2,9
ca-sandi_auths.mtx,2,6
cat_ears_2_1.mtx,2,14
cat_ears_3_1.mtx,2,14
cat_ears_4_1.mtx,2,14
ch3-3-b1.mtx,2,7
ch3-3-b2.mtx,2,4
ch4-4-b1.mtx,2,10
ch4-4-b2.mtx,2,17
ch4-4-b3.mtx,2,4
ch5-5-b1.mtx,2,16
ch5-5-b4.mtx,2,4
ch6-6-b1.mtx,2,25
chesapeake.mtx,2,13
cis-n4c6-b15.mtx,2,6
cis-n4c6-b1.mtx,2,20
ck104.mtx,2,11
contiguous-usa.edges,2,8
curtis54.mtx,2,8
d_dyn1.mtx,2,12
d_dyn.mtx,2,12
divorce.mtx,2,10
dolphins.mtx,2,11
d_ss.mtx,2,12
dwt_162.mtx,2,12
dwt_198.mtx,2,11
dwt_209.mtx,2,16
dwt_221.mtx,2,12
dwt_234.mtx,2,5
dwt_245.mtx,2,12
dwt_59.mtx,2,6
dwt_66.mtx,2,6
dwt_72.mtx,2,4
dwt_87.mtx,2,10
farm.mtx,2,7
flower_4_1.mtx,2,16
flower_5_1.mtx,2,16
football.mtx,2,12
fs_183_1.mtx,2,15
fs_183_3.mtx,2,15
fs_183_4.mtx,2,15
fs_183_6.mtx,2,15
fs-adjnoun_adj_copperfield.edges,2,20
gams10am.mtx,2,7
gams10a.mtx,2,7
gams30am.mtx,2,7
gams30a.mtx,2,7
GD00_a.mtx,2,6
GD01_b.mtx,2,5
GD01_c.mtx,2,14
GD02_a.mtx,2,8
GD02_b.mtx,2,11
GD06_theory.mtx,2,11
GD95_a.mtx,2,6
GD95_b.mtx,2,7
GD95_c.mtx,2,8
GD96_b.mtx,2,6
GD96_c.mtx,2,8
GD96_d.mtx,2,8
GD97_a.mtx,2,8
GD97_b.mtx,2,10
GD97_c.mtx,2,5
GD98_a.mtx,2,5
GD98_b.mtx,2,4
GD98_c.mtx,2,6
GD99_b.mtx,2,8
GD99_c.mtx,2,5
gent113.mtx,2,24
GL7d10.mtx,2,2
GlossGT.mtx,2,7
gre_115.mtx,2,10
gre_185.mtx,2,16
gre_216a.mtx,2,12
gre_216b.mtx,2,12
grid1_dual.mtx,2,8
grid1.mtx,2,6
Hamrle1.mtx,2,11
ibm32.mtx,2,12
IG5-6.mtx,2,17
IG5-7.mtx,2,21
impcol_a.mtx,2,14
impcol_b.mtx,2,22
impcol_c.mtx,2,12
inf-contiguous-usa.edges,2,8
jgl009.mtx,2,8
jgl011.mtx,2,10
karate.mtx,2,7
kleemin.mtx,2,9
klein-b1.mtx,2,6
klein-b2.mtx,2,7
lap_25.mtx,2,9
lesmis.mtx,2,14
LF10.mtx,2,5
LFAT5.mtx,2,4
lns_131.mtx,2,10
lnsp_131.mtx,2,11
lop163.mtx,2,16
lp_adlittle.mtx,2,15
lp_afiro.mtx,2,9
lp_blend.mtx,2,27
lpi_bgprtr.mtx,2,8
lpi_box1.mtx,2,11
lpi_ex72a.mtx,2,10
lpi_ex73a.mtx,2,11
lpi_forest6.mtx,2,8
lpi_galenet.mtx,2,4
lpi_itest2.mtx,2,4
lpi_itest6.mtx,2,4
lpi_klein1.mtx,2,31
lpi_woodinfe.mtx,2,6
lp_kb2.mtx,2,21
lp_recipe.mtx,2,26
lp_sc105.mtx,2,9
lp_sc205.mtx,2,9
lp_sc50a.mtx,2,8
lp_sc50b.mtx,2,8
lp_scagr7.mtx,2,14
lp_share2b.mtx,2,21
lp_stocfor1.mtx,2,17
lshp_265.mtx,2,11
M10PI_n1.mtx,2,4
M10PI_n.mtx,2,4
m3plates.mtx,2,
maayan-pdzbase.edges,2,7
Maragal_1.mtx,2,15
mesh1e1.mtx,2,10
mesh1em1.mtx,2,10
mesh1em6.mtx,2,10
mesh2e1.mtx,2,11
mesh2em5.mtx,2,11
mesh3e1.mtx,2,11
mesh3em5.mtx,2,11
mhdb416.mtx,2,10
misc-football.mtx,2,28
misc-lesmis.mtx,2,14
mk9-b1.mtx,2,22
moreno_highschool.edges,2,15
moreno_lesmis.edges,2,14
moreno_sampson.edges,2,16
n2c6-b10.mtx,2,7
n2c6-b1.mtx,2,14
n3c4-b1.mtx,2,5
n3c4-b2.mtx,2,9
n3c4-b3.mtx,2,9
n3c4-b4.mtx,2,5
n3c5-b1.mtx,2,9
n3c5-b2.mtx,2,19
n3c5-b3.mtx,2,24
n3c5-b6.mtx,2,24
n3c5-b7.mtx,2,12
n3c6-b11.mtx,2,9
n3c6-b1.mtx,2,14
n4c5-b11.mtx,2,4
n4c5-b1.mtx,2,14
n4c6-b15.mtx,2,6
n4c6-b1.mtx,2,20
nlpkkt160.mtx,2,
nlpkkt200.mtx,2,
nlpkkt240.mtx,2,
nnc261.mtx,2,11
nos1.mtx,2,7
nos4.mtx,2,11
odepa400.mtx,2,4
odepb400.mtx,2,
olm100.mtx,2,6
olm500.mtx,2,6
opsahl-southernwomen.edges,2,9
oscil_dcop_01.mtx,2,6
oscil_dcop_02.mtx,2,6
oscil_dcop_03.mtx,2,6
oscil_dcop_04.mtx,2,6
oscil_dcop_05.mtx,2,6
oscil_dcop_06.mtx,2,6
oscil_dcop_07.mtx,2,6
oscil_dcop_08.mtx,2,6
oscil_dcop_09.mtx,2,6
oscil_dcop_10.mtx,2,6
oscil_dcop_11.mtx,2,6
oscil_dcop_12.mtx,2,6
oscil_dcop_13.mtx,2,6
oscil_dcop_14.mtx,2,6
oscil_dcop_15.mtx,2,6
oscil_dcop_16.mtx,2,6
oscil_dcop_17.mtx,2,6
oscil_dcop_18.mtx,2,6
oscil_dcop_19.mtx,2,6
oscil_dcop_20.mtx,2,6
oscil_dcop_21.mtx,2,6
oscil_dcop_22.mtx,2,6
oscil_dcop_23.mtx,2,6
oscil_dcop_24.mtx,2,6
oscil_dcop_25.mtx,2,6
oscil_dcop_26.mtx,2,6
oscil_dcop_27.mtx,2,6
oscil_dcop_28.mtx,2,6
oscil_dcop_29.mtx,2,6
oscil_dcop_30.mtx,2,6
oscil_dcop_31.mtx,2,6
oscil_dcop_32.mtx,2,6
oscil_dcop_33.mtx,2,6
oscil_dcop_34.mtx,2,6
oscil_dcop_35.mtx,2,6
oscil_dcop_36.mtx,2,6
oscil_dcop_37.mtx,2,6
oscil_dcop_38.mtx,2,6
oscil_dcop_39.mtx,2,6
oscil_dcop_40.mtx,2,6
oscil_dcop_41.mtx,2,6
oscil_dcop_42.mtx,2,6
oscil_dcop_43.mtx,2,6
oscil_dcop_44.mtx,2,6
oscil_dcop_45.mtx,2,6
oscil_dcop_46.mtx,2,6
oscil_dcop_47.mtx,2,6
oscil_dcop_48.mtx,2,6
oscil_dcop_49.mtx,2,6
oscil_dcop_50.mtx,2,6
oscil_dcop_51.mtx,2,6
oscil_dcop_52.mtx,2,6
oscil_dcop_53.mtx,2,6
oscil_dcop_54.mtx,2,6
oscil_dcop_55.mtx,2,6
oscil_dcop_56.mtx,2,6
oscil_dcop_57.mtx,2,6
oscil_trans_01.mtx,2,7
p0033.mtx,2,6
p0040.mtx,2,5
pde225.mtx,2,7
pivtol.mtx,2,4
plskz362.mtx,2,9
polbooks.mtx,2,16
pores_1.mtx,2,10
problem.mtx,2,7
Ragusa16.mtx,2,9
Ragusa18.mtx,2,8
rajat05.mtx,2,7
rajat11.mtx,2,8
rajat14.mtx,2,12
rdb200l.mtx,2,7
rdb200.mtx,2,7
refine.mtx,2,7
rel3.mtx,2,4
rel4.mtx,2,10
rel5.mtx,2,18
relat3.mtx,2,4
relat4.mtx,2,9
rgg010.mtx,2,10
robot.mtx,2,19
rotor1.mtx,2,16
rw136.mtx,2,10
S10PI_n1.mtx,2,4
S10PI_n.mtx,2,4
Sandi_authors.mtx,2,6
Sandi_sandi.mtx,2,8
saylr1.mtx,2,7
SmallW.mtx,2,25
sphere2.mtx,2,11
sphere3.mtx,2,13
steam3.mtx,2,12
Stranke94.mtx,2,10
t2dal_e.mtx,2,
t3dl_e.mtx,2,
TF10.mtx,2,32
Tina_AskCal.mtx,2,6
Tina_AskCog.mtx,2,6
Tina_DisCal.mtx,2,8
Tina_DisCog.mtx,2,8
Trec3.mtx,2,2
Trec4.mtx,2,2
Trec5.mtx,2,3
Trec6.mtx,2,6
Trec7.mtx,2,11
Trec8.mtx,2,22
Trefethen_150.mtx,2,37
Trefethen_20b.mtx,2,12
Trefethen_20.mtx,2,12
tub100.mtx,2,5
ucidata-gama.edges,2,11
ucidata-zachary.edges,2,7
08blocks.mtx,3,5
494_bus.mtx,3,8
662_bus.mtx,3,10
adjnoun_adjacency.edges,3,31
adjnoun.mtx,3,31
arc130.mtx,3,19
ash219.mtx,3,22
ash292.mtx,3,21
ash331.mtx,3,22
ash85.mtx,3,13
b1_ss.mtx,3,3
bcspwr01.mtx,3,6
bcspwr02.mtx,3,6
bcspwr03.mtx,3,9
bcspwr04.mtx,3,19
bcspwr05.mtx,3,9
bcsstk01.mtx,3,27
bcsstk03.mtx,3,10
bcsstk22.mtx,3,13
bcsstm01.mtx,3,
bcsstm02.mtx,3,
bcsstm03.mtx,3,
bcsstm04.mtx,3,
bcsstm05.mtx,3,
bcsstm06.mtx,3,
bcsstm08.mtx,3,
bcsstm09.mtx,3,
bcsstm11.mtx,3,
bcsstm19.mtx,3,
bcsstm20.mtx,3,
bcsstm21.mtx,3,
bcsstm22.mtx,3,
bcsstm23.mtx,3,
bcsstm24.mtx,3,
bcsstm25.mtx,3,
bcsstm26.mtx,3,
bcsstm37.mtx,3,4
bcsstm39.mtx,3,
bfwa62.mtx,3,15
bfwb62.mtx,3,14
bibd_81_2.mtx,3,
bibd_9_3.mtx,3,32
bio-MUTAG-g1.edges,3,6
bwm200.mtx,3,7
cage3.mtx,3,4
cage4.mtx,3,7
cage5.mtx,3,13
cage6.mtx,3,32
CAG_mat72.mtx,3,35
can_144.mtx,3,14
can_161.mtx,3,25
can_187.mtx,3,19
can_229.mtx,3,23
can_24.mtx,3,11
can_61.mtx,3,17
can_62.mtx,3,7
can_73.mtx,3,14
can_96.mtx,3,20
ca-netscience.mtx,3,14
ca-sandi_auths.mtx,3,8
cat_ears_2_1.mtx,3,29
cat_ears_3_1.mtx,3,34
cat_ears_4_1.mtx,3,35
ch3-3-b1.mtx,3,8
ch3-3-b2.mtx,3,4
ch4-4-b1.mtx,3,14
ch4-4-b2.mtx,3,36
ch4-4-b3.mtx,3,6
ch5-5-b1.mtx,3,23
ch5-5-b4.mtx,3,6
ch6-6-b1.mtx,3,36
chesapeake.mtx,3,16
cis-n4c6-b15.mtx,3,11
cis-n4c6-b1.mtx,3,21
ck104.mtx,3,16
contiguous-usa.edges,3,11
curtis54.mtx,3,10
d_dyn1.mtx,3,25
d_dyn.mtx,3,25
divorce.mtx,3,10
dolphins.mtx,3,18
d_ss.mtx,3,22
dwt_162.mtx,3,18
dwt_198.mtx,3,16
dwt_209.mtx,3,25
dwt_221.mtx,3,18
dwt_234.mtx,3,8
dwt_245.mtx,3,20
dwt_59.mtx,3,9
dwt_66.mtx,3,8
dwt_72.mtx,3,5
dwt_87.mtx,3,16
farm.mtx,3,7
flower_4_1.mtx,3,34
flower_5_1.mtx,3,38
football.mtx,3,12
fs_183_1.mtx,3,19
fs_183_3.mtx,3,19
fs_183_4.mtx,3,19
fs_183_6.mtx,3,19
fs-adjnoun_adj_copperfield.edges,3,31
gams10am.mtx,3,9
gams10a.mtx,3,9
gams30am.mtx,3,9
gams30a.mtx,3,9
GD00_a.mtx,3,7
GD01_b.mtx,3,6
GD01_c.mtx,3,18
GD02_a.mtx,3,9
GD02_b.mtx,3,15
GD06_theory.mtx,3,11
GD95_a.mtx,3,8
GD95_b.mtx,3,10
GD95_c.mtx,3,10
GD96_b.mtx,3,7
GD96_c.mtx,3,12
GD96_d.mtx,3,9
GD97_a.mtx,3,14
GD97_b.mtx,3,12
GD97_c.mtx,3,9
GD98_a.mtx,3,7
GD98_b.mtx,3,6
GD98_c.mtx,3,10
GD99_b.mtx,3,14
GD99_c.mtx,3,7
gent113.mtx,3,36
GL7d10.mtx,3,2
GlossGT.mtx,3,11
gre_115.mtx,3,17
gre_185.mtx,3,28
gre_216a.mtx,3,25
gre_216b.mtx,3,25
grid1_dual.mtx,3,12
grid1.mtx,3,12
Hamrle1.mtx,3,16
ibm32.mtx,3,16
IG5-6.mtx,3,24
IG5-7.mtx,3,34
impcol_a.mtx,3,28
impcol_b.mtx,3,28
impcol_c.mtx,3,23
inf-contiguous-usa.edges,3,11
jgl009.mtx,3,8
jgl011.mtx,3,10
karate.mtx,3,9
kleemin.mtx,3,9
klein-b1.mtx,3,8
klein-b2.mtx,3,12
lap_25.mtx,3,12
lesmis.mtx,3,17
LF10.mtx,3,7
LFAT5.mtx,3,4
lns_131.mtx,3,17
lnsp_131.mtx,3,17
lop163.mtx,3,31
lp_adlittle.mtx,3,26
lp_afiro.mtx,3,12
lp_blend.mtx,3,39
lpi_bgprtr.mtx,3,11
lpi_box1.mtx,3,23
lpi_ex72a.mtx,3,21
lpi_ex73a.mtx,3,20
lpi_forest6.mtx,3,15
lpi_galenet.mtx,3,5
lpi_itest2.mtx,3,5
lpi_itest6.mtx,3,5
lpi_klein1.mtx,3,50
lpi_woodinfe.mtx,3,10
lp_kb2.mtx,3,28
lp_recipe.mtx,3,35
lp_sc105.mtx,3,19
lp_sc205.mtx,3,22
lp_sc50a.mtx,3,17
lp_sc50b.mtx,3,14
lp_scagr7.mtx,3,27
lp_share2b.mtx,3,38
lp_stocfor1.mtx,3,31
lshp_265.mtx,3,18
M10PI_n1.mtx,3,5
M10PI_n.mtx,3,5
m3plates.mtx,3,
maayan-pdzbase.edges,3,10
Maragal_1.mtx,3,15
mesh1e1.mtx,3,14
mesh1em1.mtx,3,14
mesh1em6.mtx,3,14
mesh2e1.mtx,3,18
mesh2em5.mtx,3,18
mesh3e1.mtx,3,17
mesh3em5.mtx,3,17
mhdb416.mtx,3,12
misc-football.mtx,3,58
misc-lesmis.mtx,3,17
mk9-b1.mtx,3,34
moreno_highschool.edges,3,24
moreno_lesmis.edges,3,17
moreno_sampson.edges,3,15
n2c6-b10.mtx,3,9
n2c6-b1.mtx,3,15
n3c4-b1.mtx,3,6
n3c4-b2.mtx,3,12
n3c4-b3.mtx,3,12
n3c4-b4.mtx,3,6
n3c5-b1.mtx,3,10
n3c5-b2.mtx,3,32
n3c5-b3.mtx,3,57
n3c5-b6.mtx,3,57
n3c5-b7.mtx,3,23
n3c6-b11.mtx,3,15
n3c6-b1.mtx,3,15
n4c5-b11.mtx,3,5
n4c5-b1.mtx,3,15
n4c6-b15.mtx,3,11
n4c6-b1.mtx,3,21
nlpkkt160.mtx,3,
nlpkkt200.mtx,3,
nlpkkt240.mtx,3,
nnc261.mtx,3,21
nos1.mtx,3,9
nos4.mtx,3,17
odepa400.mtx,3,5
odepb400.mtx,3,
olm100.mtx,3,7
olm500.mtx,3,8
opsahl-southernwomen.edges,3,9
oscil_dcop_01.mtx,3,8
oscil_dcop_02.mtx,3,8
oscil_dcop_03.mtx,3,8
oscil_dcop_04.mtx,3,8
oscil_dcop_05.mtx,3,8
oscil_dcop_06.mtx,3,8
oscil_dcop_07.mtx,3,8
oscil_dcop_08.mtx,3,8
oscil_dcop_09.mtx,3,8
oscil_dcop_10.mtx,3,8
oscil_dcop_11.mtx,3,8
oscil_dcop_12.mtx,3,8
oscil_dcop_13.mtx,3,8
oscil_dcop_14.mtx,3,8
oscil_dcop_15.mtx,3,8
oscil_dcop_16.mtx,3,8
oscil_dcop_17.mtx,3,8
oscil_dcop_18.mtx,3,8
oscil_dcop_19.mtx,3,8
oscil_dcop_20.mtx,3,8
oscil_dcop_21.mtx,3,8
oscil_dcop_22.mtx,3,8
oscil_dcop_23.mtx,3,8
oscil_dcop_24.mtx,3,8
oscil_dcop_25.mtx,3,8
oscil_dcop_26.mtx,3,8
oscil_dcop_27.mtx,3,8
oscil_dcop_28.mtx,3,8
oscil_dcop_29.mtx,3,8
oscil_dcop_30.mtx,3,8
oscil_dcop_31.mtx,3,8
oscil_dcop_32.mtx,3,8
oscil_dcop_33.mtx,3,8
oscil_dcop_34.mtx,3,8
